topic_id,top_words,representative_doc_rank,representative_text,expert_label,include_exclude,comment
15,"p53, apoptosis, cancer, kinase, tumor, tnf, inhibition, irofulven, that, induced",1,"Apoptotic death induced by the cyclophosphamide analogue mafosfamide in human lymphoblastoid cells: contribution of DNA replication, transcription inhibition and Chk/p53 signaling.. Cyclophosphamide is one of the most often used anticancer drugs. Although DNA interstrand cross-links are considered responsible for its cytotoxicity, the mechanism of initiation and execution of cell death is largely unknown. Using the cyclophosphamide analogue mafosfamide, which does not need metabolic activation, we show that mafosfamide induces apoptosis dose and time dependently in lymphoblastoid cells, with c",Cancer apoptosis and p53 biology with alpha-amanitin as a tool,EXCLUDE,Primarily cancer/cell-death biology; alpha-amanitin appears mainly as an experimental transcription inhibitor rather than mushroom-poisoning subject.
15,"p53, apoptosis, cancer, kinase, tumor, tnf, inhibition, irofulven, that, induced",2,"The transcription-independent mitochondrial p53 program is a major contributor to nutlin-induced apoptosis in tumor cells.. Strategies to induce p53 activation in tumors that retain wild-type p53 are promising for cancer therapy. Nutlin is a potent and selective pharmacological MDM2 inhibitor that competitively binds to its p53-binding pocket, thereby leading to non-genotoxic p53 stabilization and activation of growth arrest and apoptosis pathways. Nutlin-induced apoptosis is thought to occur via p53's transcriptional program. Here we report that the transcription-independent mitochondrial p53",Cancer apoptosis and p53 biology with alpha-amanitin as a tool,EXCLUDE,Primarily cancer/cell-death biology; alpha-amanitin appears mainly as an experimental transcription inhibitor rather than mushroom-poisoning subject.
15,"p53, apoptosis, cancer, kinase, tumor, tnf, inhibition, irofulven, that, induced",3,"Transcriptional blockade induces p53-dependent apoptosis associated with translocation of p53 to mitochondria.. The tumor suppressor p53 functions as a transcriptional activator to induce cell cycle arrest and apoptosis in response to DNA damage. Although p53 was also shown to mediate apoptosis in a manner independent of its transactivation activity, the mechanism and conditions that trigger such cell death have remained largely unknown. We have now shown that inhibition of RNA polymerase II-mediated transcription by alpha-amanitin or RNA interference induced p53-dependent apoptosis. Inhibitio",Cancer apoptosis and p53 biology with alpha-amanitin as a tool,EXCLUDE,Primarily cancer/cell-death biology; alpha-amanitin appears mainly as an experimental transcription inhibitor rather than mushroom-poisoning subject.
16,"rna, pol, ii, splicing, polymerase, iii, transcription, u6, ctd, that",1,"Close association of RNA polymerase II and many transcription factors with Pol III genes.. Transcription of the eukaryotic genomes is carried out by three distinct RNA polymerases I, II, and III, whereby each polymerase is thought to independently transcribe a distinct set of genes. To investigate a possible relationship of RNA polymerases II and III, we mapped their in vivo binding sites throughout the human genome by using ChIP-Seq in two different cell lines, GM12878 and K562 cells. Pol III was found to bind near many known genes as well as several previously unidentified target genes. RNA-",RNA polymerase II/III transcription biology unrelated to mushroom poisoning,EXCLUDE,Basic transcription biology cluster without mushroom-poisoning relevance.
16,"rna, pol, ii, splicing, polymerase, iii, transcription, u6, ctd, that",2,"Extragenic accumulation of RNA polymerase II enhances transcription by RNA polymerase III.. Recent genomic data indicate that RNA polymerase II (Pol II) function extends beyond conventional transcription of primarily protein-coding genes. Among the five snRNAs required for pre-mRNA splicing, only the U6 snRNA is synthesized by RNA polymerase III (Pol III). Here we address the question of how Pol II coordinates the expression of spliceosome components, including U6. We used chromatin immunoprecipitation (ChIP) and high-resolution mapping by PCR to localize both Pol II and Pol III to snRNA gene ",RNA polymerase II/III transcription biology unrelated to mushroom poisoning,EXCLUDE,Basic transcription biology cluster without mushroom-poisoning relevance.
16,"rna, pol, ii, splicing, polymerase, iii, transcription, u6, ctd, that",3,"RNA polymerase III accurately initiates transcription from RNA polymerase II promoters in vitro.. In eukaryotes, there are three major RNA polymerases (Pol) in the nucleus, which are commonly described as transcribing non-overlapping subsets of genes. Structural studies have highlighted a conserved core shared among all three transcription systems. Initiation of human Pol III from TATA box-containing Pol II promoters under conditions with impaired Pol II transcription activity have been described previously. RNA polymerase III and Pol II were found to co-localize at the promoters of the c-myc ",RNA polymerase II/III transcription biology unrelated to mushroom poisoning,EXCLUDE,Basic transcription biology cluster without mushroom-poisoning relevance.
17,"involutus, mushrooms, paxillus, poisonous, antimicrobial, fungi, phytochemical, flavonoid, phenolic, medicinal",1,Structure studies of the metabolites of Paxillus involutus. .,Paxillus involutus toxicity and bioactive metabolites,INCLUDE,"Relevant poisonous-mushroom species cluster addressing Paxillus toxicity and metabolite/biological activity, though partly phytochemical."
17,"involutus, mushrooms, paxillus, poisonous, antimicrobial, fungi, phytochemical, flavonoid, phenolic, medicinal",2,Toxicity of mushrooms Paxillus involutus and Paxillus atrotomentosus. .,Paxillus involutus toxicity and bioactive metabolites,INCLUDE,"Relevant poisonous-mushroom species cluster addressing Paxillus toxicity and metabolite/biological activity, though partly phytochemical."
17,"involutus, mushrooms, paxillus, poisonous, antimicrobial, fungi, phytochemical, flavonoid, phenolic, medicinal",3,"Exploring health beneficial effects of poisonous mushroom Paxillus involutus Batsch Fr.. In the present study, phenolic and flavonoid composition and biological properties of methanolic extract of wild growing Paxillus involutus collected in Serbia have been investigated. Ellagic acid was the most abundant phenolic compound (34.92 µg g- 1 ), followed by 5-O-caffeoylquinic acid (4.51 µg g- 1 ), whereas isoorientin was the most abundant flavonoid (3.42 µg g- 1 ). P. involutus turned out to be a rich source of phenolic compounds (74.67 mg GAE g- 1 d.w.), whereas total flavonoid content was signif",Paxillus involutus toxicity and bioactive metabolites,INCLUDE,"Relevant poisonous-mushroom species cluster addressing Paxillus toxicity and metabolite/biological activity, though partly phytochemical."
18,"conjugates, drug, antibody, adcs, conjugate, cancer, targeted, cytotoxic, payload, tumor",1,FGF2 Dual Warhead Conjugate with Monomethyl Auristatin E and α-Amanitin Displays a Cytotoxic Effect towards Cancer Cells Overproducing FGF Receptor 1.. In the rapidly developing field of targeted cancer therapy there is growing interest towards therapeutics combining two or more compounds to achieve synergistic action and minimize the chance of cancer resistance to treatment. We developed a fibroblast growth factor 2 (FGF2)-conjugate bearing two cytotoxic drugs with independent mode of action: α-amanitin and monomethyl auristatin E. Drugs are covalently attached to the targeting protein in a s,Alpha-amanitin as cancer drug-conjugate payload,EXCLUDE,"Toxin-derived oncology/drug-delivery literature; not focused on mushroom poisoning, exposure, diagnosis, or clinical toxicology."
18,"conjugates, drug, antibody, adcs, conjugate, cancer, targeted, cytotoxic, payload, tumor",2,Antibody-Drug Conjugates for the Treatment of Cancer. .,Alpha-amanitin as cancer drug-conjugate payload,EXCLUDE,"Toxin-derived oncology/drug-delivery literature; not focused on mushroom poisoning, exposure, diagnosis, or clinical toxicology."
18,"conjugates, drug, antibody, adcs, conjugate, cancer, targeted, cytotoxic, payload, tumor",3,"Natural-source payloads used in the conjugated drugs architecture for cancer therapy: Recent advances and future directions.. Drug conjugates are obtained from tumor-located vectors connected to cytotoxic agents via linkers, which are designed to deliver hyper-toxic payloads directly to targeted cancer cells. These drug conjugates include antibody-drug conjugates (ADCs), peptide-drug conjugates (PDCs), small molecule-drug conjugates (SMDCs), nucleic acid aptamer-drug conjugates (ApDCs), and virus-like drug conjugate (VDCs), which show great therapeutic value in the clinic. Drug conjugates cons",Alpha-amanitin as cancer drug-conjugate payload,EXCLUDE,"Toxin-derived oncology/drug-delivery literature; not focused on mushroom poisoning, exposure, diagnosis, or clinical toxicology."
19,"phlip, synthesis, ph, peptide, amanitin, peptides, delivery, isoindole, stapling, of",1,"Antiproliferative effect of pHLIP-amanitin.. Toxins could be effective anticancer drugs, if their selective delivery into cancer cells could be achieved. We have shown that the energy of membrane-associated folding of water-soluble membrane peptides of the pHLIP (pH low insertion peptide) family could be used to move cell-impermeable cargo across the lipid bilayer into the cytoplasm of cancer cells. Here we present the results of a study of pHLIP-mediated cellular delivery of a polar cell-impermeable toxin, α-amanitin, an inhibitor of RNA polymerase II. We show that pHLIP can deliver α-amaniti",pHLIP-mediated amanitin delivery for cancer therapy,EXCLUDE,Cancer-targeted delivery of alpha-amanitin; not mushroom-poisoning literature.
19,"phlip, synthesis, ph, peptide, amanitin, peptides, delivery, isoindole, stapling, of",2,"Targeting Bladder Urothelial Carcinoma with pHLIP-ICG and Inhibition of Urothelial Cancer Cell Proliferation by pHLIP-amanitin.. Acidity is a useful biomarker for the targeting of metabolically active-cells in tumors. pH Low Insertion Peptides (pHLIPs) sense the pH at the surfaces of tumor cells and can facilitate intracellular delivery of cell-permeable and cell-impermeable cargo molecules. In this study we have shown the targeting of malignant lesions in human bladders by fluorescent pHLIP agents, intracellular delivery of amanitin toxin by pHLIP for the inhibition of urothelial cancer cell ",pHLIP-mediated amanitin delivery for cancer therapy,EXCLUDE,Cancer-targeted delivery of alpha-amanitin; not mushroom-poisoning literature.
19,"phlip, synthesis, ph, peptide, amanitin, peptides, delivery, isoindole, stapling, of",3,"Peptides of pHLIP family for targeted intracellular and extracellular delivery of cargo molecules to tumors.. The pH (low) insertion peptides (pHLIPs) target acidity at the surfaces of cancer cells and show utility in a wide range of applications, including tumor imaging and intracellular delivery of therapeutic agents. Here we report pHLIP constructs that significantly improve the targeted delivery of agents into tumor cells. The investigated constructs include pHLIP bundles (conjugates consisting of two or four pHLIP peptides linked by polyethylene glycol) and Var3 pHLIPs containing either t",pHLIP-mediated amanitin delivery for cancer therapy,EXCLUDE,Cancer-targeted delivery of alpha-amanitin; not mushroom-poisoning literature.
20,"edible, knowledge, ethnomycological, species, ethno, mushrooms, india, chiapas, forest, traditions",1,"Ethnomycological knowledge, nutritional and nutraceutical potential of wild edible macrofungi of Northeast India. .","Ethnomycology, foraging knowledge, and edible/toxic mushroom differentiation",INCLUDE,"Relevant prevention/public-health cluster on traditional mushroom knowledge, edible-toxic differentiation, and foraging culture."
20,"edible, knowledge, ethnomycological, species, ethno, mushrooms, india, chiapas, forest, traditions",2,"Sociodemographic differences in the cultural significance of edible and toxic mushrooms among Tsotsil towns in the Highlands of Chiapas, Mexico.. Mushrooms are important forest resources, mostly as food, despite the serious health threat posed by toxic species. In the Highlands of Chiapas, numerous wild mushroom intoxications have been registered. While Chiapas has been vastly studied from an ethnomycological perspective, no certainty exists as to how nomenclature systems differentiate edible and toxic species, which species are most culturally significant, and whether sociodemographic factors","Ethnomycology, foraging knowledge, and edible/toxic mushroom differentiation",INCLUDE,"Relevant prevention/public-health cluster on traditional mushroom knowledge, edible-toxic differentiation, and foraging culture."
20,"edible, knowledge, ethnomycological, species, ethno, mushrooms, india, chiapas, forest, traditions",3,"Diversity of ethnomycological knowledge and mushroom foraging culture in a small nation: case of Lithuania.. Even in mycophilic nations, mushroom foraging and use traditions may vary from region to region, making it part of cultural diversity and a source of traditional knowledge even in modern and changing societies. The main objective of our study was to investigate mushroom foraging and use traditions in major ethno-regions of Lithuania, to record and analyse whether and how biogeographical and ethno-cultural features influence these traditions, what is their biocultural significance, and w","Ethnomycology, foraging knowledge, and edible/toxic mushroom differentiation",INCLUDE,"Relevant prevention/public-health cluster on traditional mushroom knowledge, edible-toxic differentiation, and foraging culture."
21,"amanitin, plasma, drug, mice, in, vivo, rat, kg, mass, determination",1,"Toxicokinetics of β-Amanitin in Mice and In Vitro Drug-Drug Interaction Potential.. The toxicokinetics of β-amanitin, a toxic bicyclic octapeptide present abundantly in Amanitaceae mushrooms, was evaluated in mice after intravenous (iv) and oral administration. The area under plasma concentration curves (AUC) following iv injection increased in proportion to doses of 0.2, 0.4, and 0.8 mg/kg. β-amanitin disappeared rapidly from plasma with a half-life of 18.3−33.6 min, and 52.3% of the iv dose was recovered as a parent form. After oral administration, the AUC again increased in proportion with ","Amanitin toxicokinetics, metabolism, and in vivo disposition",INCLUDE,Relevant mechanistic/analytical toxicology cluster focused on pharmacokinetics and metabolism of alpha- and beta-amanitin.
21,"amanitin, plasma, drug, mice, in, vivo, rat, kg, mass, determination",2,"Investigation of In Vitro and In Vivo Metabolism of α-Amanitin in Rats Using Liquid Chromatography-Quadrupole Time-of-Flight Mass Spectrometric Method.. The purpose of this study is to investigate the difference of in vitro-in vivo correlation of α-amanitin from clearance perspectives as well as to explore the possibility of extra-hepatic metabolism of α-amanitin. First, a liquid chromatography-quadrupole-time-of-flight-mass spectrometric (LC-qTOF-MS) method for α-amanitin in rat plasma was developed and applied to evaluate the in vitro liver microsomal metabolic stability using rat and human ","Amanitin toxicokinetics, metabolism, and in vivo disposition",INCLUDE,Relevant mechanistic/analytical toxicology cluster focused on pharmacokinetics and metabolism of alpha- and beta-amanitin.
21,"amanitin, plasma, drug, mice, in, vivo, rat, kg, mass, determination",3,"Pharmacokinetics of α-amanitin in mice using liquid chromatography-high resolution mass spectrometry and in vitro drug-drug interaction potentials.. The aim of this study was to determine pharmacokinetics of α-amanitin, a toxic bicyclic octapeptide isolated from the poisonous mushrooms, following intravenous (iv) or oral (po) administration in mice using a newly developed and validated liquid chromatography-high resolution mass spectrometry. The iv injected α-amanitin disappeared rapidly from the plasma with high a clearance rate (26.9-30.4 ml/min/kg) at 0.1, 0.2, or 0.4 mg/kg doses, which was","Amanitin toxicokinetics, metabolism, and in vivo disposition",INCLUDE,Relevant mechanistic/analytical toxicology cluster focused on pharmacokinetics and metabolism of alpha- and beta-amanitin.
22,"germination, seed, p1, mrnas, seeds, arabidopsis, rna, rr, stored, that",1,"Shotgun Proteomic Analysis Highlights the Roles of Long-Lived mRNAs and De Novo Transcribed mRNAs in Rice Seeds upon Imbibition.. During seed germination, proteins are translated not only from mRNAs newly transcribed upon imbibition but also from long-lived mRNAs that are synthesized during seed maturation and stored in the mature dry seeds. To clarify the distinct roles of proteins translated from long-lived mRNAs and de novo transcribed mRNAs in germinating rice embryos, proteome analysis based on liquid chromatography-tandem mass spectrometry (LC-MS/MS) combining the use of a transcriptiona",Plant seed germination and mRNA biology using alpha-amanitin,EXCLUDE,"Plant developmental biology; alpha-amanitin is used as a transcription inhibitor, not as a mushroom-poisoning focus."
22,"germination, seed, p1, mrnas, seeds, arabidopsis, rna, rr, stored, that",2,"Lost in Translation: Physiological Roles of Stored mRNAs in Seed Germination.. Seeds characteristics such as germination ability, dormancy, and storability/longevity are important traits in agriculture, and various genes have been identified that are involved in its regulation at the transcriptional and post-transcriptional level. A particularity of mature dry seeds is a special mechanism that allows them to accumulate more than 10,000 mRNAs during seed maturation and use them as templates to synthesize proteins during germination. Some of these stored mRNAs are also referred to as long-lived ",Plant seed germination and mRNA biology using alpha-amanitin,EXCLUDE,"Plant developmental biology; alpha-amanitin is used as a transcription inhibitor, not as a mushroom-poisoning focus."
22,"germination, seed, p1, mrnas, seeds, arabidopsis, rna, rr, stored, that",3,"The effect of alpha-amanitin on the Arabidopsis seed proteome highlights the distinct roles of stored and neosynthesized mRNAs during germination.. To investigate the role of stored and neosynthesized mRNAs in seed germination, we examined the effect of alpha-amanitin, a transcriptional inhibitor targeting RNA polymerase II, on the germination of nondormant Arabidopsis seeds. We used transparent testa mutants, of which seed coat is highly permeable, to better ascertain that the drug can reach the embryo during seed imbibition. Even with the most permeable mutant (tt2-1), germination (radicle p",Plant seed germination and mRNA biology using alpha-amanitin,EXCLUDE,"Plant developmental biology; alpha-amanitin is used as a transcription inhibitor, not as a mushroom-poisoning focus."
23,"cardiac, rhabdomyolysis, subnigricans, poisoning, mushroom, myocardial, cardiogenic, shock, russula, case",1,"Mushroom poisoning with cardiogenic shock caused by Russula subnigricans successfully treated with mechanical circulatory support devices: a case report.. Mushroom poisoning caused by the ingestion of Russula subnigricans has been reported to cause rhabdomyolysis and cardiac dysfunction, leading to death. There have been few reports of cardiogenic shock induced by mushroom poisoning that was successfully treated using mechanical circulatory support devices. A 38-year-old man presented with gastrointestinal symptoms a day after consuming a curry made with forest-collected mushrooms and was admi",Rhabdomyolytic and cardiac toxicity from Russula subnigricans,INCLUDE,"Mushroom-specific clinical toxicity cluster involving Russula subnigricans, rhabdomyolysis, acute kidney injury, and cardiogenic shock."
23,"cardiac, rhabdomyolysis, subnigricans, poisoning, mushroom, myocardial, cardiogenic, shock, russula, case",2,"Cardiac arrhythmias and cardiac arrest related to mushroom poisoning: A case report.. Mushroom exposure is a global health issue. The manifestations of mushroom poisoning (MP) may vary. Some species have been reported as rhabdomyolytic, hallucinogenic, or gastrointestinal poisons. Critical or even fatal MPs are mostly attributable to Amanita phalloides , with the development of severe liver or renal failure. Myocardial injury and even cases mimicking ST-segment elevation myocardial infarction (STEMI) have been previously reported, while cardiac arrhythmia or cardiac arrest is not commonly seen",Rhabdomyolytic and cardiac toxicity from Russula subnigricans,INCLUDE,"Mushroom-specific clinical toxicity cluster involving Russula subnigricans, rhabdomyolysis, acute kidney injury, and cardiogenic shock."
23,"cardiac, rhabdomyolysis, subnigricans, poisoning, mushroom, myocardial, cardiogenic, shock, russula, case",3,"A Case of Mushroom Poisoning with Russula subnigricans: Development of Rhabdomyolysis, Acute Kidney Injury, Cardiogenic Shock, and Death.. Mushroom exposures are increasing worldwide. The incidence and fatality of mushroom poisoning are reported to be increasing. Several new syndromes in mushroom poisoning have been described. Rhabdomyolytic mushroom poisoning is one of new syndromes. Russula subnigricans mushroom can cause delayed-onset rhabdomyolysis with acute kidney injury in the severely poisoned patient. There are few reports on the toxicity of R. subnigricans. This report represents the",Rhabdomyolytic and cardiac toxicity from Russula subnigricans,INCLUDE,"Mushroom-specific clinical toxicity cluster involving Russula subnigricans, rhabdomyolysis, acute kidney injury, and cardiogenic shock."
24,"ii, elongation, polymerase, rna, pol, tl, ntp, cleavage, termination, site",1,"Alpha-amanitin blocks translocation by human RNA polymerase II.. Our laboratory has developed methods for transient state kinetic analysis of human RNA polymerase II elongation. In these studies, multiple conformations of the RNA polymerase II elongation complex were revealed by their distinct elongation potential and differing dependence on nucleoside triphosphate substrate. Among these are conformations that appear to correspond to different translocation states of the DNA template and RNA-DNA hybrid. Using alpha-amanitin as a dynamic probe of the RNA polymerase II mechanism, we show that th",Alpha-amanitin mechanism of RNA polymerase II inhibition,INCLUDE,"Mechanistically relevant toxin-biology cluster explaining the molecular target of alpha-amanitin, although not primarily clinical."
24,"ii, elongation, polymerase, rna, pol, tl, ntp, cleavage, termination, site",2,"The RNA polymerase II trigger loop functions in substrate selection and is directly targeted by alpha-amanitin.. Structural, biochemical, and genetic studies have led to proposals that a mobile element of multisubunit RNA polymerases, the Trigger Loop (TL), plays a critical role in catalysis and can be targeted by antibiotic inhibitors. Here we present evidence that the Saccharomyces cerevisiae RNA Polymerase II (Pol II) TL participates in substrate selection. Amino acid substitutions within the Pol II TL preferentially alter substrate usage and enzyme fidelity, as does inhibition of transcrip",Alpha-amanitin mechanism of RNA polymerase II inhibition,INCLUDE,"Mechanistically relevant toxin-biology cluster explaining the molecular target of alpha-amanitin, although not primarily clinical."
24,"ii, elongation, polymerase, rna, pol, tl, ntp, cleavage, termination, site",3,"Structure-function studies of the RNA polymerase II elongation complex.. RNA polymerase II (Pol II) is the eukaryotic enzyme that is responsible for transcribing all protein-coding genes into messenger RNA (mRNA). The mRNA-transcription cycle can be divided into three stages: initiation, elongation and termination. During elongation, Pol II moves along a DNA template and synthesizes a complementary RNA chain in a processive manner. X-ray structural analysis has proved to be a potent tool for elucidating the mechanism of Pol II elongation. Crystallographic snapshots of different functional stat",Alpha-amanitin mechanism of RNA polymerase II inhibition,INCLUDE,"Mechanistically relevant toxin-biology cluster explaining the molecular target of alpha-amanitin, although not primarily clinical."
25,"repair, dna, damage, cells, tcr, csb, uv, transcription, excision, polymerase",1,"Preferential in vivo DNA repair of melphalan-induced damage in human genes is greatly affected by the local chromatin structure.. To investigate the molecular mechanisms of action of the nitrogen mustard melphalan in patients treated for multiple myeloma, the in vivo induction and repair of melphalan-induced DNA damage was measured in genes with different transcriptional activity (b-actin>p53>N-ras>d-globin) from leukocytes of 20 multiple myeloma patients following chemotherapeutic administration of high-dose melphalan (200mg/m(2)) and autologous blood stem cell transplantation. Heterogeneous ",DNA repair and transcription-coupled repair unrelated to mushroom poisoning,EXCLUDE,"Representative studies focus on DNA repair, melphalan, CSB, and UV/cellular damage; not mushroom-specific."
25,"repair, dna, damage, cells, tcr, csb, uv, transcription, excision, polymerase",2,"A global DNA repair mechanism involving the Cockayne syndrome B (CSB) gene product can prevent the in vivo accumulation of endogenous oxidative DNA base damage.. The Cockayne syndrome B (CSB) gene product is involved in the repair of various types of base modifications in actively transcribed DNA sequences. To investigate its significance for the repair of endogenous oxidative DNA damage, homozygous csb(-/-)/ogg1(-/-) double knockout mice were generated. These combine the deficiency of CSB with that of OGG1, a gene coding for the mammalian repair glycosylase that initiates the base excision re",DNA repair and transcription-coupled repair unrelated to mushroom poisoning,EXCLUDE,"Representative studies focus on DNA repair, melphalan, CSB, and UV/cellular damage; not mushroom-specific."
25,"repair, dna, damage, cells, tcr, csb, uv, transcription, excision, polymerase",3,"Transcription coupled repair deficiency results in increased chromosomal aberrations and apoptotic death in the UV61 cell line, the Chinese hamster homologue of Cockayne's syndrome B.. Transcription coupled repair (TCR), a special sub-pathway of nucleotide excision repair (NER), removes transcription blocking lesions rapidly from the transcribing strand of active genes. In this study, we have evaluated the importance of the TCR pathway in the induction of chromosomal aberrations and apoptosis in isogenic Chinese hamster cell lines, which differ in TCR efficiency. AA8 is the parental cell line,",DNA repair and transcription-coupled repair unrelated to mushroom poisoning,EXCLUDE,"Representative studies focus on DNA repair, melphalan, CSB, and UV/cellular damage; not mushroom-specific."
26,"mushroom, poisoning, checklist, progress, treatment, emergency, medicine, syndromes, roasted, trickery",1,Mushroom poisoning in emergency medicine. .,Emergency medicine syndromes and treatment of mushroom poisoning,INCLUDE,"Core clinical-management cluster focused on mushroom poisoning syndromes, emergency care, and treatment checklists."
26,"mushroom, poisoning, checklist, progress, treatment, emergency, medicine, syndromes, roasted, trickery",2,Mushroom poisoning: Syndromes and treatment. .,Emergency medicine syndromes and treatment of mushroom poisoning,INCLUDE,"Core clinical-management cluster focused on mushroom poisoning syndromes, emergency care, and treatment checklists."
26,"mushroom, poisoning, checklist, progress, treatment, emergency, medicine, syndromes, roasted, trickery",3,Emergency checklist: Mushroom poisoning. .,Emergency medicine syndromes and treatment of mushroom poisoning,INCLUDE,"Core clinical-management cluster focused on mushroom poisoning syndromes, emergency care, and treatment checklists."
27,"dermatitis, shiitake, flagellate, frondosus, erythema, photosensitive, cordierites, musculoskeletal, case, sunlight",1,Flagellate dermatitis caused by shiitake. .,Shiitake mushroom dermatitis,INCLUDE,Mushroom-specific adverse-reaction cluster focused on flagellate dermatitis following shiitake exposure.
27,"dermatitis, shiitake, flagellate, frondosus, erythema, photosensitive, cordierites, musculoskeletal, case, sunlight",2,Flagellate shiitake mushroom dermatitis. .,Shiitake mushroom dermatitis,INCLUDE,Mushroom-specific adverse-reaction cluster focused on flagellate dermatitis following shiitake exposure.
27,"dermatitis, shiitake, flagellate, frondosus, erythema, photosensitive, cordierites, musculoskeletal, case, sunlight",3,Shiitake mushroom dermatitis. .,Shiitake mushroom dermatitis,INCLUDE,Mushroom-specific adverse-reaction cluster focused on flagellate dermatitis following shiitake exposure.
28,"detection, amanitin, for, gold, based, ml, aptamer, electrochemical, amatoxins, the",1,"Utilizing the DNA Aptamer to Determine Lethal α-Amanitin in Mushroom Samples and Urine by Magnetic Bead-ELISA (MELISA).. Amanita poisoning is one of the most deadly types of mushroom poisoning. α-Amanitin is the main lethal toxin in amanita, and the human-lethal dose is about 0.1 mg/kg. Most of the commonly used detection techniques for α-amanitin require expensive instruments. In this study, the α-amanitin aptamer was selected as the research object, and the stem-loop structure of the original aptamer was not damaged by truncating the redundant bases, in order to improve the affinity and spec","Amanitin biosensors, aptamers, and rapid detection platforms",INCLUDE,"Relevant diagnostic-technology cluster focused on aptamer, immunosensor, electrochemical, and paper-based detection of amanitin."
28,"detection, amanitin, for, gold, based, ml, aptamer, electrochemical, amatoxins, the",2,"Label-free SELEX of aptamers for ultra-sensitive electrochemical aptasensor detection of amanitin in wild mushrooms.. Mushroom poisoning poses a significant global health concern, with high morbidity and mortality rates. The primary lethal toxins responsible for this condition are alpha-amanitin (ɑ-AMA) and beta-amanitin (β-AMA). As a promising bio-recognition molecules in biosensors, aptamers, have been broadly used in the field of food detection. However, the current SELEX-based methods for screening aptamers for structurally similar small molecules were limited by the labelling or salt ion ","Amanitin biosensors, aptamers, and rapid detection platforms",INCLUDE,"Relevant diagnostic-technology cluster focused on aptamer, immunosensor, electrochemical, and paper-based detection of amanitin."
28,"detection, amanitin, for, gold, based, ml, aptamer, electrochemical, amatoxins, the",3,"Ultrasensitive paper sensor for simultaneous detection of alpha-amanitin and beta-amanitin by the production of monoclonal antibodies.. Amanitin (AMA) is responsible for human fatalities after ingestion of poisonous mushrooms, thus, a rapid and accurate detection method is urgently needed. Here, gold nanoparticle-based immunosensor with monoclonal antibody against AMA was constructed for rapid detection of alpha- and beta-amanitin (α- and β-AMA) in mushroom, serum and urine samples. Under optimized conditions, the visual limits of detection (vLOD) and calculated LOD for α-AMA and β-AMA in mush","Amanitin biosensors, aptamers, and rapid detection platforms",INCLUDE,"Relevant diagnostic-technology cluster focused on aptamer, immunosensor, electrochemical, and paper-based detection of amanitin."
29,"patients, were, mushroom, poisoning, wild, cases, emergency, the, hospital, symptoms",1,"Wild mushroom poisonings in the Middle Black Sea region in Turkey: analyses of 6 years.. Wild mushroom poisoning (MP) is an important medical emergency that may have serious clinical outcome. The aim of this study was to evaluate the demographic and clinical features of patients with wild MP. This study was designed retrospectively by examining files of the patients with wild MP who were admitted to Ondokuz Mayis University Emergency Department, between January 2002 and December 2007. Patients > or =16 years of age were included in the study. A total of 317 patients poisoned by wild mushrooms ",Clinical epidemiology of wild mushroom poisoning,INCLUDE,"Relevant hospital/region-based clinical epidemiology cluster describing demographic, clinical, laboratory, and outcome profiles of wild mushroom poisoning."
29,"patients, were, mushroom, poisoning, wild, cases, emergency, the, hospital, symptoms",2,"Demographic, clinical, and laboratory findings of mushroom-poisoned patients in Kermanshah province, west of Iran.. Mushroom poisoning can cause gastrointestinal, renal, and hepatic symptoms and even death. This descriptive study examined the demographic, clinical, and laboratory findings of patients with fungal poisoning, a type of fungus causing the poisoning, and the incidence and mortality rates of fungal poisoning in Kermanshah province, western Iran, from 2014 to 2018. The medical records of 193 patients with mushroom poisoning from 2014 to 2018 were evaluated. The liver and kidney funct",Clinical epidemiology of wild mushroom poisoning,INCLUDE,"Relevant hospital/region-based clinical epidemiology cluster describing demographic, clinical, laboratory, and outcome profiles of wild mushroom poisoning."
29,"patients, were, mushroom, poisoning, wild, cases, emergency, the, hospital, symptoms",3,"Poisoning from wild mushrooms in Eastern Anatolia region: analyses of 5 years.. The objective of this study was to describe the demographic and clinical features of patients who were admitted to the emergency department (ED) due to wild mushroom poisoning and to point the importance of mushroom poisonings in our area. This study was performed by examining the files of wild mushroom poisoning patients who were admitted to the ED of Firat University, Faculty of Medicine, between January 2000 and June 2004, retrospectively. Patients>or=16 years of age were included in the study. The frequency of ",Clinical epidemiology of wild mushroom poisoning,INCLUDE,"Relevant hospital/region-based clinical epidemiology cluster describing demographic, clinical, laboratory, and outcome profiles of wild mushroom poisoning."
30,"msdin, genes, peptides, cyclic, amanita, gene, actin, the, family, popb",1,"The MSDIN family in amanitin-producing mushrooms and evolution of the prolyl oligopeptidase genes.. The biosynthetic pathway for amanitins and related cyclic peptides in deadly Amanita ( Amanitaceae ) mushrooms represents the first known ribosomal cyclic peptide pathway in the Fungi . Amanitins are found outside of the genus in distantly related agarics Galerina ( Strophariaceae ) and Lepiota ( Agaricaceae ). A long-standing question in the field persists: why is this pathway present in these phylogenetically disjunct agarics? Two deadly mushrooms, A. pallidorosea and A. subjunquillea , were d",MSDIN gene family and amatoxin biosynthesis,INCLUDE,Relevant fungal genomics/toxin-biosynthesis cluster focused on MSDIN peptides and prolyl oligopeptidase genes in amanitin-producing mushrooms.
